ALPHA_2_5,,ALPHA_5_0,,ALPHA_7_5,,ALPHA_10,
X,Y,X,Y,X,Y,X,Y
17,-29.19020715630885,14.686274509803923,-34.06779661016948,17.15686274509804,-4.80225988700564,15.823529411764707,-4.011299435028242
18.80392156862745,-20.88512241054613,16.764705882352942,-20.094161958568726,17.980392156862745,1.5254237288135677,16.725490196078432,4.689265536723173
20.84313725490196,-14.030131826741993,18.764705882352942,-8.625235404896408,18.84313725490196,6.139359698681741,17.823529411764703,12.994350282485886
22.92156862745098,-8.229755178907716,20.764705882352942,-0.5838041431261729,19.862745098039216,10.22598870056498,18.725490196078432,19.05838041431263
24.84313725490196,-2.69303201506591,21.705882352941174,2.4482109227872044,21.03921568627451,14.180790960451986,19.392156862745097,20.903954802259896
25.313725490196077,-1.506591337099799,22.725490196078432,5.2165725047081075,21.352941176470587,15.894538606403023,19.705882352941174,23.013182674199633
25.823529411764707,0.07532956685500025,23,6.534839924670443,21.901960784313726,17.60828625235406,,
,,23.745098039215684,8.907721280602644,,,,
